"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X4498","lean",79810.91955916,-1.66339099769985,0.392730806583906,-4.23544822513044,2.28096257152296e-05,5.74106681137559e-05,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X4508","lean",1167.35543345899,-0.82561474961775,0.367281407710112,-2.24790782295572,0.0245820682405166,0.0368266041232456,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X45112","lean",298.065545979603,-5.15622207728199,0.795169553687516,-6.48443096616381,8.90672937415981e-11,5.11168816256128e-10,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X45210","lean",83.049176662041,-4.3086655287361,0.908873487545687,-4.74066587680006,2.13016971337439e-06,6.35839602886627e-06,"Phytosphingosine","Phytosphingosine"
"X4538","lean",5087.78290073658,-3.28951336280433,0.385029082821689,-8.54354517507381,1.30165598082022e-17,1.95742696862586e-16,"Glycocholic acid","Glycocholic acid"
"X4548","lean",1492.26023572343,-1.76166436048693,0.368606330001014,-4.7792569391906,1.75944230690019e-06,5.37330966734558e-06,"NCGC00380821-01!","NCGC00380821-01!"
"X4558","lean",2416.10018169359,-0.0735646361734953,0.467424469959205,-0.157382937568321,0.874943059725251,0.895290572742117,"NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-","NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-"
"X4568","lean",18950.2470474189,2.09074729532111,0.397525644356638,5.25940231781727,1.44524377156402e-07,5.23460244090872e-07,"NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid"
"X4578","lean",256.377058225768,-1.47278714016919,0.43353395370255,-3.39716676765685,0.000680874586936086,0.00140674610309577,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X4588","lean",1590.60003083185,-0.698517921275833,0.298612728611335,-2.33921013522837,0.0193245608061451,0.0296226815970327,"Spectral Match to Uvaol from NIST14","Uvaol"
"X4598","lean",8579.4450424558,0.01667851307329,0.330855430683026,0.0504102744780657,0.959795448948023,0.965484329678452,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X4608","lean",321.278308061874,0.153333319416406,0.72155711762941,0.212503370377891,0.831714348646443,0.863199799979697,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X46112","lean",2621.39432797592,-2.31754977448917,0.343961591161792,-6.73781559929767,1.60785436562561e-11,1.0214604205151e-10,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine"
"X46210","lean",55386.7606372264,-1.70046100768901,0.405371470526587,-4.19482161751558,2.73086416529809e-05,6.78716867860696e-05,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X4638","lean",5938.9766411157,0.167563548242035,0.536698252907639,0.312211838466466,0.75487953568804,0.798572474084943,"Stercobilin","Stercobilin"
"X4648","lean",29825.3723409014,-0.625535009820741,0.362906057870897,-1.72368302003731,0.084765081988769,0.116958092221437,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X4658","lean",1786.27535872005,0.35757443187749,0.435681072502179,0.820725191993972,0.41180281793246,0.474052081108297,"Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecyl-sn-glycero-3-phosphocholine"
"X4668","lean",53.1727548479016,-0.155557015906412,0.75881296245407,-0.20500047258461,0.837571755797636,0.867337654845527,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X4678","lean",1147.75433907617,-0.206282148801275,0.25104966222716,-0.821678655016962,0.411259810515303,0.47388618321259,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X4688","lean",1171.87293468004,-0.740069384326113,0.337912930090692,-2.19011857322976,0.0285156385639579,0.0420304945582903,"Spectral Match to Trp-Phe from NIST14","Trp-Phe"
"X4698","lean",4034.28153518516,-0.642007940073867,0.662396827853814,-0.969219526841624,0.332435670370583,0.390636574085314,"Spectral Match to Ursodeoxycholic acid from NIST14","Ursodeoxycholic acid"
"X4708","lean",1623.97342307354,-3.13558035022702,0.451284530501485,-6.94812283226868,3.70178639133584e-12,2.5784695622863e-11,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X47112","lean",2203.03812263329,0.295115454289413,0.294802009948943,1.00106323678229,0.316796237055011,0.375228244886693,"Spectral Match to Uvaol from NIST14","Uvaol"
"X47210","lean",1664.31915316638,-1.40227992403897,0.316267069142552,-4.43384740574085,9.25661546716448e-06,2.47120430898683e-05,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X4738","lean",371.745914214122,-0.971350730243704,0.385182175478306,-2.52179563874552,0.0116757517500257,0.0190010864096309,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X4748","lean",5985.3744527113,-1.8785387121208,0.416037815472908,-4.51530760487594,6.32249248731358e-06,1.73067305873929e-05,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X4758","lean",3291.37391362754,-2.37025947630921,0.360513393037212,-6.57467800666299,4.87585668538504e-11,2.89625887111871e-10,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X4768","lean",40680.5935468272,-4.6636451745044,0.430931376552054,-10.8222455552411,2.70077770660462e-27,1.5278685311649e-25,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X4778","lean",245422.017611671,-1.75913498153176,0.46503181191643,-3.78282718827823,0.000155057071331424,0.000346255264552127,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X4788","lean",346.644700001798,-1.28512133066239,0.562417507284486,-2.28499524644481,0.0223131064918328,0.033854368470367,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X4798","lean",5715.01862003424,-3.29991352890819,0.436433986693887,-7.56108284303426,3.9972754466025e-14,4.02437561912184e-13,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X4808","lean",676.200523102093,-1.30233891783171,0.691770432291755,-1.8826172051286,0.0597522630317195,0.0843060433274142,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X48112","lean",1325.23083937745,-0.534668291071192,0.393044583571484,-1.3603247911797,0.173727166559783,0.222640640639722,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X48210","lean",129.981579796672,-0.784418544993645,0.714999139133572,-1.09709019502344,0.272601965965109,0.331814688080482,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X4838","lean",1835.10231124957,-0.797536089000323,0.412624331221509,-1.93283824693358,0.0532561271084241,0.0759523157320622,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X4848","lean",30496.1532211798,-2.72131154430388,0.371360931148365,-7.32794248411843,2.33712974526646e-13,1.96915612579898e-12,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X4858","lean",5990.56009234288,-1.94572924446335,0.416881702402694,-4.66734143822852,3.05122051866627e-06,8.77687645563083e-06,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X4868","lean",391.369012999329,0.768839606195561,0.903260498988576,0.851182584710024,0.394667935385054,0.456094851398291,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X4878","lean",4103.34900090031,-0.0748575489330431,0.24076167090496,-0.31091971015018,0.755861660071862,0.798900046410474,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X4888","lean",78.6810799218397,0.883452531728015,0.725347721745969,1.21797105752462,0.223234971416902,0.277409148580836,"Stercobilin","Stercobilin"
"X4898","lean",79982.2280010364,-3.21437570009925,0.418288244353145,-7.68459487803695,1.53481896021848e-14,1.67281185755922e-13,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X4908","lean",28926.7796331863,-1.64808058043255,0.344672525129334,-4.78158385213364,1.73919428656302e-06,5.32516188772389e-06,"Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecyl-sn-glycero-3-phosphocholine"
"X49112","lean",11854.3611597038,-4.14237167895771,0.511578357057551,-8.09723793395683,5.62210453708889e-16,7.25984803267565e-15,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X49210","lean",7136.56466730163,-3.93113411641359,0.491183094046371,-8.00339865940594,1.21031294536304e-15,1.49692402039276e-14,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X4938","lean",69117.5332812824,-0.744895902056936,0.502274233086307,-1.48304621855634,0.138062131515644,0.181435633009497,"Urobilinogen","Urobilinogen"
"X4948","lean",1909.43494276621,-2.70434618438713,0.401294644829608,-6.73905375820654,1.59421415529688e-11,1.01824000886704e-10,"Hydrocortisone","Hydrocortisone"
"X4958","lean",1492.2697682489,-2.24992207994622,0.323620368323648,-6.95235003779522,3.59250644814664e-12,2.54041527404655e-11,"Hydrocortisone","Hydrocortisone"
"X4968","lean",629.278618959794,-1.554956721293,0.486387331686792,-3.19695152400538,0.001388882654192,0.00267855940451315,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X4978","lean",22524.2262612622,0.421033742225587,0.252026318138651,1.67059434639662,0.0948018299578422,0.129751813352438,"Spectral Match to 1,2-Didecanoyl PC from NIST14","1,2-Didecanoyl PC"
"X4988","lean",38446.6272384763,-3.50216435826135,0.407311076720012,-8.5982546471938,8.09375517842223e-18,1.2993758313467e-16,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X4998","lean",16119.6583346942,-0.361464780784969,0.323334770083323,-1.11792734413259,0.263598025443315,0.322839643532637,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14","Monolinolenin (9c,12c,15c)"
"X5008","lean",697.197380253493,-1.76016135454144,0.334729266273651,-5.25846267981377,1.4526465780625e-07,5.24542290193996e-07,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X50112","lean",10085.0103747367,0.124418641421943,0.44289168810774,0.280923405795948,0.778769148020069,0.818017460519754,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X50210","lean",664.804447538019,-0.758266326605972,0.432003313971845,-1.75523266160729,0.0792195192928406,0.110331522766582,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X5038","lean",1877.86839388442,-1.65884127403456,0.254510401108104,-6.51777399592391,7.13583969417308e-11,4.17604805747666e-10,"NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid"
"X5048","lean",3048.18676738065,-1.89332817232734,0.286687837511372,-6.60414543136046,3.99816891068936e-11,2.41107851060861e-10,"NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid","NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid"
"X5058","lean",12312.0136582865,-2.69563543139629,0.382547825159531,-7.04653184284122,1.83432163654474e-12,1.37922411659187e-11,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X5068","lean",10177.7665187124,-1.77002388978882,0.322211457679609,-5.49336110681962,3.94355277329192e-08,1.56686979754876e-07,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X5078","lean",1125.94324947973,-1.40097969323332,0.629950573473671,-2.22395177054613,0.0261516893372111,0.0389814390622419,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X5088","lean",23704.5462427909,-3.13723061152298,0.418374718866771,-7.49861420886192,6.44960435667265e-14,6.43876468548497e-13,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X5098","lean",4986.5852038741,-1.42455931674305,0.322170565038662,-4.4217550308238,9.79024179170697e-06,2.60197030168856e-05,"Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecanoyl-sn-glycero-3-phosphocholine"
"X51012","lean",3910.13983023892,-0.761502362400585,0.347097036380834,-2.19391778835319,0.028241320332489,0.0417297121330808,"Spectral Match to Trp-Phe from NIST14","Trp-Phe"
"X51112","lean",258.76409894226,-0.886673647866927,0.656781411992292,-1.35002853563909,0.17700682976962,0.226355343128427,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X51211","lean",910.288059237746,0.430933596961049,0.410860296739211,1.04885675345403,0.294244052171909,0.35309286260629,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X5139","lean",1036.08083132821,1.77305220014274,0.387665423732058,4.57366608317438,4.79263442822874e-06,1.33968228252606e-05,"NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid","NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid"
"X5148","lean",654.03087652541,4.46595354482381,0.635739000275036,7.02482236089297,2.14338767675009e-12,1.58133969792448e-11,"NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid","NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid"
"X5158","lean",567993.390305068,-0.618808884171911,0.914941936762335,-0.676336780847168,0.498826845438967,0.561180201118838,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X5168","lean",1793.42910752118,0.97243749075828,0.327173225402046,2.97224043796158,0.00295635065554918,0.00530535434862905,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X5178","lean",7034.34057508362,1.93280293947613,0.366581612789909,5.27250378098978,1.3457506390517e-07,4.90414650059329e-07,"NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X5188","lean",89985.1039953816,-2.02419226032616,0.348691770769384,-5.80510476590775,6.43257698157195e-09,2.85145576645801e-08,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X5198","lean",54117.6596376717,-0.0859661746631142,0.47666225771106,-0.180350286334658,0.856877580044206,0.881359796616898,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X5208","lean",741.08151297154,-1.34199110907742,0.438298556512341,-3.06181959565644,0.00219995999128195,0.00407811282610017,"Spectral Match to 6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha. from NIST14","6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha."
"X52112","lean",2623.00111387505,-4.80129536501512,0.404960504736665,-11.8562064913893,1.99825107250386e-32,1.97826856177882e-30,"Spectral Match to Linolenic acid ethyl ester from NIST14","Linolenic acid ethyl ester"
"X52210","lean",42993.4916795818,1.09362730535452,0.217065088671051,5.03824595677772,4.6981746798319e-07,1.58114207355249e-06,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X5238","lean",2831.0292965015,0.875006445640931,0.459099509345501,1.90591893005583,0.0566607246231604,0.0804216736586792,"NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X5248","lean",1019.33234991821,-0.658041082650866,0.41961331069161,-1.56820831437944,0.116832524660588,0.157544880019044,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X5258","lean",3704.16268333076,-2.19177808153407,0.331069631867694,-6.62029334786578,3.58486747912243e-11,2.17286865571298e-10,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X5268","lean",616.233934137111,-0.0514630619993497,0.645406262893876,-0.079737469185067,0.936446058215901,0.953297272631097,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X5278","lean",2526.13331099475,-1.9349710774962,0.393644921872637,-4.91552404205091,8.8545282724574e-07,2.88196701032312e-06,"Spectral Match to N-Oleoyltaurine from NIST14","N-Oleoyltaurine"
"X5288","lean",86754.2566032498,-1.77424929764846,0.362325802061942,-4.89683397525507,9.73930561567378e-07,3.14410192158165e-06,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X5298","lean",536.500049430248,0.103208140408549,0.489827897590811,0.210702863018157,0.833119140395564,0.863652302609014,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X5308","lean",1407.51677139663,-0.697489750727167,0.667111160174987,-1.04553752412748,0.295774607139252,0.354571375662393,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
"X53112","lean",3629.26500028306,-1.3609508371048,0.298491218800091,-4.55943341507902,5.12918161069053e-06,1.42704162845441e-05,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X53210","lean",1656.05656115001,-2.89465210618151,0.302639898007763,-9.56467447034119,1.12555126705043e-21,3.34288726313978e-20,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X5338","lean",518.862350881322,-2.15321681256279,0.528670187679899,-4.07289244360896,4.64328702680133e-05,0.000112118394061788,"Spectral Match to N-Oleoyltaurine from NIST14","N-Oleoyltaurine"
"X5348","lean",7832.5910072541,-2.30862026876245,0.369205151742853,-6.25294706172026,4.0277869834532e-10,2.1172614762577e-09,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X5358","lean",6389.42480698501,-5.85086835040758,0.396645920686228,-14.7508597599721,3.03770047181597e-49,1.20292938683912e-46,"Spectral Match to Linolenic acid ethyl ester from NIST14","Linolenic acid ethyl ester"
"X5368","lean",1761.52263312007,-3.20520156451223,0.443087391815029,-7.23379094896538,4.69694610893716e-13,3.74494763585056e-12,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X5378","lean",63307.4349586724,-0.13981631760257,0.205839209453552,-0.679250168001248,0.496979364911309,0.559848511167403,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine"
"X5388","lean",56827.5703043135,-0.985875432971782,0.226896542954258,-4.3450438694896,1.39247831882231e-05,3.61193066105e-05,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X5398","lean",6464.26386694479,-0.551649626849386,0.28576919307585,-1.93040271735297,0.0535569585092416,0.0761984032442863,"Spectral Match to 1,2-Didecanoyl PC from NIST14","1,2-Didecanoyl PC"
"X5408","lean",16262.8002635575,-3.05586141639548,0.35737977973544,-8.55073954843685,1.2230232069545e-17,1.86275842289993e-16,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X54112","lean",20057.8390556735,-3.76755725500502,0.468659378832891,-8.03900962013695,9.05674709460507e-16,1.14461867536073e-14,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X54210","lean",1947.61480937042,-4.18227624285511,0.477095341464416,-8.76612257419629,1.84924688007594e-18,3.43266452114095e-17,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X5438","lean",701.349950689884,-1.44635151433351,0.499598966912261,-2.895025030321,0.00379128300112252,0.00667265808197563,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X5448","lean",2026.97357387256,-2.02941442117813,0.49584268866796,-4.09285942408465,4.26086056281758e-05,0.000103304129563822,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X5458","lean",512.380442795492,-1.59814782726587,0.567140527370044,-2.81790447012636,0.00483381893670423,0.00832257521276033,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X5468","lean",574.809569743597,-1.29315439411941,0.424247252532933,-3.04811495277516,0.00230281818542926,0.00422835858468309,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X5478","lean",8129.66888341733,-1.73705044446817,0.367907180353575,-4.72143664822955,2.34184576279864e-06,6.97271369976136e-06,"Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecyl-sn-glycero-3-phosphocholine"
"X5488","lean",1082.8873262326,-1.79441285766405,0.416653038330146,-4.30673172300786,1.6568435242185e-05,4.24209074735254e-05,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X5498","lean",180.143065314477,-0.477394383761622,0.682753363321841,-0.699219380537251,0.484414940610305,0.547559419072352,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X5508","lean",992080.242137989,-1.79239723243329,0.29922470253433,-5.99013790389732,2.09663179929172e-09,9.8841213395181e-09,"Phytosphingosine","Phytosphingosine"
"X55112","lean",515873.198628571,-1.08141188243981,0.27120383381492,-3.98745057261179,6.67871127525497e-05,0.000157426765773867,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
