sample_id	age	sex	cage	diet	name	title	number	strain	weight	age_bin	latitude	taxon_id	age_units	body_site	elevation	env_biome	longitude	phenotype	timepoint	host_taxid	life_stage	mice_group	antibiotics	description	env_feature	env_package	sample_type	weight_unit	body_habitat	body_product	env_material	geo_loc_name	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	immune_status	host_subject_id	scientific_name	stam_comparison	experiment_group	prepdescription_	mice_group_number	collection_timestamp	fig_7a_extended_data	fig_7l_extended_data	fig_7m_extended_data	fig_7n_extended_data	fig_7q_extended_data	host_scientific_name	fig_7k1_extended_data	fig_7k2_extended_data	physical_specimen_location	fig_7a_extended_data_groups	fig_7l_extended_data_groups	fig_7m_extended_data_groups	fig_7n_extended_data_groups	fig_7q_extended_data_groups	physical_specimen_remaining	fig_7k1_extended_data_groups	fig_7k2_extended_data_groups	qiita_study_id
10856.FVB.IgAK.Feces.16w.NC.3.32	16	male	Cage 151	NC	10856.FVB.IgAK.Feces.16w.NC.3.32	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 379	FVB	40	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	4 months	10090	adult	Group45-NC-FVB-IgAk (4M)	No	NC-FVB-IgAk	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS379	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_C2	45	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.Ex3.NoHFD.10.feces.MupHe.12	45	male	Cage 27	NC	10856.Ex3.NoHFD.10.feces.MupHe.12	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 50	C57Bl/6	27-30	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH,lean, adenomas	11 months	10090	adult	Group 4-MupHe-NC (10-11M)	No	MupHe-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS50	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_1_33657_B8	4	9/2/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP	10856
10856.E50L.feces.26w.HFD.RagHeMup.2.5	26	male	Cage 115	HFD	10856.E50L.feces.26w.HFD.RagHeMup.2.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 264	C57Bl/6	41.5	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, no b and t cells	6 months	10090	adult	Group25-RagkMupHe-HFD (6M)	No	RagkMupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no t and b cells	SS264	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_D11	25	12/28/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E17L.feces.42w.HFD.CD4HeMup.3.8	42	male	Cage 17	HFD	10856.E17L.feces.42w.HFD.CD4HeMup.3.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 37	C57Bl/6	39.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS37	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_E6	3	1/26/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E51L.Col.Fe.51w.HFD.CD8kMup.1.8	51	male	Cage 125	HFD	10856.E51L.Col.Fe.51w.HFD.CD8kMup.1.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 292	C57Bl/6	37.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	Colon, NASH, obese, HCC, CD8KO	11 months	10090	adult	Group30-In-CD8kMup-HFD  (10-11M) Col compare to SI	No	Colon-CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS292	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_4_33657_D3	30	1/5/17	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E26L.feces.50w.NC.IgAK.CLM.1.21	50	male	Cage 84	NC	10856.E26L.feces.50w.NC.IgAK.CLM.1.21	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 180	C57Bl/6	31.6	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	11 months	10090	adult	Group16-IgAk-NC (10-11M)	No	IgAk-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS180	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_D12	16	7/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E18L.feces.23w.NC.IgAkMup.3.27	23	male	Cage 52	NC	10856.E18L.feces.23w.NC.IgAkMup.3.27	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 105	C57Bl/6	25.6	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, no IgA	6 months	10090	adult	Group 10-IgAkMup-NC (6M)	No	IgAkMup-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS105	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_2_33657_A3	10	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/IgA-/-	10856
10856.E17L.feces.44w.HFD.CD4HeMup.2.5	44	male	Cage 16	HFD	10856.E17L.feces.44w.HFD.CD4HeMup.2.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 36	C57Bl/6	28.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS36	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_D6	3	1/26/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E50L.feces.26w.HFD.RagkMup.3.3	26	male	Cage 115	HFD	10856.E50L.feces.26w.HFD.RagkMup.3.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 262	C57Bl/6	40.2	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, no b and t cells	6 months	10090	adult	Group25-RagkMupHe-HFD (6M)	No	RagkMupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no t and b cells	SS262	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_B11	25	12/28/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.FVB.TGFbRff.Feces.10w.NC.2.36	10	male	Cage 152	NC	10856.FVB.TGFbRff.Feces.10w.NC.2.36	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 389	FVB	32	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	TGFbRflox/flox	2-3 months	10090	adult	Group47-NC-FVB-TGFbRff (2-3M)	No	NC-FVB-TGFbRff	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS389	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_A4	47	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E20L.feces.45w.HFD.IgAkCLM.3.9	45	male	Cage 61	HFD	10856.E20L.feces.45w.HFD.IgAkCLM.3.9	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 165	C57Bl/6	58.7	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	11 months	10090	adult	Group15-IgAk-HFD (10-11M)	No	IgAk-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS165	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_E10	15	4/1/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E22L.feces.28w.HFD.CD8kMup.2.14	28	male	Cage 85	HFD	10856.E22L.feces.28w.HFD.CD8kMup.2.14	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 184	C57Bl/6	35.2	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, CD8KO	6 months	10090	adult	Group17-CD8kMup-HFD (6M)	No	CD8kMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS184	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_H12	17	5/5/16	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.Ex3.HFD.10.feces.MupHe.4	44	male	Cage 6	HFD	10856.Ex3.HFD.10.feces.MupHe.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 17	C57Bl/6	38-45	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS17	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_A4	3	9/2/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E36L.feces.27w.NC.CD8kMup.2.28	27	male	Cage 93	NC	10856.E36L.feces.27w.NC.CD8kMup.2.28	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 199	C57Bl/6	27.2	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, CD8KO	6 months	10090	adult	Group18-CD8kMup-NC (6M)	No	CD8kMup-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS199	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_3_33657_C3	18	9/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/CD8a-/-	10856
10856.FVB.B.TGFbR.Feces.10w.NC.2.38	10	male	Cage 152	NC	10856.FVB.B.TGFbR.Feces.10w.NC.2.38	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 383	FVB	30	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	TGFbrko	2-3 months	10090	adult	Group46-NC-FVB-B-TGFbR (2-3M)	No	NC-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS383	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_G2	46	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E16L.feces.40w.HFD.CD8k.Mup.2.4	40	male	Cage 23	HFD	10856.E16L.feces.40w.HFD.CD8k.Mup.2.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 201	C57Bl/6	42.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS201	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_E3	19	1/22/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E24Lb.feces.49w.HFD.CD4HeMup.3.5	49	male	Cage 20	HFD	10856.E24Lb.feces.49w.HFD.CD4HeMup.3.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 43	C57Bl/6	51.7	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS43	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_C7	3	5/16/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E18L.feces.23w.NC.IgAkMup.4.28	23	male	Cage 52	NC	10856.E18L.feces.23w.NC.IgAkMup.4.28	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 106	C57Bl/6	25.3	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, no IgA	6 months	10090	adult	Group 10-IgAkMup-NC (6M)	No	IgAkMup-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS106	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_2_33657_B3	10	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/IgA-/-	10856
10856.E50L.feces.25w.HFD.RagkMup.4.7	25	male	Cage 116	HFD	10856.E50L.feces.25w.HFD.RagkMup.4.7	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 266	C57Bl/6	33.4	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, no b and t cells	6 months	10090	adult	Group25-RagkMupHe-HFD (6M)	No	RagkMupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no t and b cells	SS266	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_F11	25	12/28/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E27L.feces.47w.HFD.CD8kMup.2.16	47	male	Cage 104	HFD	10856.E27L.feces.47w.HFD.CD8kMup.2.16	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 220	C57Bl/6	46	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS220	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_H5	19	6/30/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E23La.feces.51w.aPDL1.HFD.MupHe.2.7	51	male	Cage 12	HFD	10856.E23La.feces.51w.aPDL1.HFD.MupHe.2.7	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 393	C57Bl/6	44.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group48-MupHe-HFD-aPD-L1 (10-11M)	No	MupHe-HFD-aPD-L1 (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS393	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_E4	48	6/22/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E50L.feces.26w.HFD.RagkMup.1.1	26	male	Cage 114	HFD	10856.E50L.feces.26w.HFD.RagkMup.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 260	C57Bl/6	22.1	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, no b and t cells	6 months	10090	adult	Group25-RagkMupHe-HFD (6M)	No	RagkMupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no t and b cells	SS260	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_H10	25	12/28/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E45L.feces.22w.STAM.FVB.WT.3.3	22	male	Cage 138	HFD	10856.E45L.feces.22w.STAM.FVB.WT.3.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 334	FVB	38.3	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, NASH driven HCC	5 months	10090	adult	Group39-STAM-FVB (5M)	No	STAM-FVB	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS334	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_F8	39	11/29/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E22L.feces.26w.HFD.CD8kMup.4.16	26	male	Cage 86	HFD	10856.E22L.feces.26w.HFD.CD8kMup.4.16	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 186	C57Bl/6	36.6	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, CD8KO	6 months	10090	adult	Group17-CD8kMup-HFD (6M)	No	CD8kMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS186	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_B1	17	5/5/16	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E18L.feces.27w.NC.B6WT.1.30	27	male	Cage 37	NC	10856.E18L.feces.27w.NC.B6WT.1.30	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 73	C57Bl/6	24	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	lean	6 months	10090	adult	Group 6-B6-NC (6M)	No	B6-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS73	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_1_33657_A11	6	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E25L.feces.48w.HFD.CD8HeMup.1.14	48	male	Cage 25	HFD	10856.E25L.feces.48w.HFD.CD8HeMup.1.14	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 48	C57Bl/6	47.6	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS48	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_H7	3	5/31/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E25L.feces.48w.HFD.CD8kMup.10.15	48	male	Cage 25	HFD	10856.E25L.feces.48w.HFD.CD8kMup.10.15	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 216	C57Bl/6	30.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS216	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_D5	19	5/31/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E32L.feces.30w.HFD.CD8kCLM.4.8	30	male	Cage 90	HFD	10856.E32L.feces.30w.HFD.CD8kCLM.4.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 240	C57Bl/6	38.5	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	6 months	10090	adult	Group21-CD8k-HFD (6M)	No	CD8k-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS240	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_D8	21	8/10/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.B6.WT.Feces.8w.NC.2.5	8	male	Cage 133	NC	10856.B6.WT.Feces.8w.NC.2.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 319	C57Bl/6	24.5	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	lean	2 months	10090	adult	Group36-NC-B6 (2M)	No	NC-B6	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS319	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_4_33657_G6	36	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E14L.feces.39w.HFD.MupHe.2.2	39	male	Cage 10	HFD	10856.E14L.feces.39w.HFD.MupHe.2.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 23	C57Bl/6	43.8	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS23	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_G4	3	12/16/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
